country,Country identification
iso_numeric,Country identification
iso2,Country identification
iso3,Country identification
c_cdr,Estimates
c_cdr_hi,Estimates
c_cdr_lo,Estimates
c_newinc_100k,Estimates
e_inc_100k,Estimates
e_inc_100k_hi,Estimates
e_inc_100k_lo,Estimates
e_inc_num,Estimates
e_inc_num_hi,Estimates
e_inc_num_lo,Estimates
e_inc_tbhiv_100k,Estimates
e_inc_tbhiv_100k_hi,Estimates
e_inc_tbhiv_100k_lo,Estimates
e_inc_tbhiv_num,Estimates
e_inc_tbhiv_num_hi,Estimates
e_inc_tbhiv_num_lo,Estimates
e_mdr_num,Estimates
e_mdr_num_hi,Estimates
e_mdr_num_lo,Estimates
e_mort_exc_tbhiv_100k,Estimates
e_mort_exc_tbhiv_100k_hi,Estimates
e_mort_exc_tbhiv_100k_lo,Estimates
e_mort_exc_tbhiv_num,Estimates
e_mort_exc_tbhiv_num_hi,Estimates
e_mort_exc_tbhiv_num_lo,Estimates
e_mort_tbhiv_100k,Estimates
e_mort_tbhiv_100k_hi,Estimates
e_mort_tbhiv_100k_lo,Estimates
e_mort_tbhiv_num,Estimates
e_mort_tbhiv_num_hi,Estimates
e_mort_tbhiv_num_lo,Estimates
e_new_mdr_num,Estimates
e_new_mdr_num_hi,Estimates
e_new_mdr_num_lo,Estimates
e_new_mdr_pcnt,Estimates
e_new_mdr_pcnt_hi,Estimates
e_new_mdr_pcnt_lo,Estimates
e_pop_num,Estimates
e_prev_100k,Estimates
e_prev_100k_hi,Estimates
e_prev_100k_lo,Estimates
e_prev_num,Estimates
e_prev_num_hi,Estimates
e_prev_num_lo,Estimates
e_ret_mdr_num,Estimates
e_ret_mdr_num_hi,Estimates
e_ret_mdr_num_lo,Estimates
e_ret_mdr_pcnt,Estimates
e_ret_mdr_pcnt_hi,Estimates
e_ret_mdr_pcnt_lo,Estimates
e_tbhiv_prct,Estimates
e_tbhiv_prct_hi,Estimates
e_tbhiv_prct_lo,Estimates
source_drs_coverage_new,Estimates
source_drs_coverage_ret,Estimates
source_drs_year_new,Estimates
source_drs_year_ret,Estimates
source_inc,Estimates
source_mdr_new,Estimates
source_mdr_ret,Estimates
source_mort,Estimates
source_prev,Estimates
source_tbhiv,Estimates
collab_private_lab,Laboratories
collab_public_lab,Laboratories
lab_cul,Laboratories
lab_dst,Laboratories
lab_dst_eqa,Laboratories
lab_dst_eqa_pass,Laboratories
lab_lpa,Laboratories
lab_lpa_eqa,Laboratories
lab_lpa_eqa_pass,Laboratories
lab_sm,Laboratories
lab_sm_eqa,Laboratories
lab_sm_eqa_pass,Laboratories
lab_sm_led,Laboratories
lab_xpert,Laboratories
lab_xpert_eqa,Laboratories
nrl,Laboratories
nrl_qms,Laboratories
nrl_srl_link,Laboratories
sldst_avail_incntry,Laboratories
sldst_avail_outcntry,Laboratories
tbhiv_sentin_cil,Non-routine HIV surveillance
tbhiv_sentin_ciu,Non-routine HIV surveillance
tbhiv_sentin_prev,Non-routine HIV surveillance
tbhiv_sentin_yr,Non-routine HIV surveillance
tbhiv_surv_cil,Non-routine HIV surveillance
tbhiv_surv_ciu,Non-routine HIV surveillance
tbhiv_surv_prev,Non-routine HIV surveillance
tbhiv_surv_yr,Non-routine HIV surveillance
c_newinc,Notification
c_rrmdr,Notification
conf_mdr_tx,Notification
conf_rrmdr_tx,Notification
conf_xdr_tx,Notification
dst_rlt_new,Notification
dst_rlt_ret,Notification
dst_rlt_unk,Notification
hiv_art,Notification
hiv_cpt,Notification
hiv_ipt,Notification
hiv_reg,Notification
hiv_reg_new,Notification
hiv_tbscr,Notification
hivtest,Notification
hivtest_pos,Notification
mdr,Notification
mdr_dst_rlt,Notification
mdr_new,Notification
mdr_ret,Notification
mdr_unk,Notification
mdrxdr_bdq_tx,Notification
mdrxdr_bdq_used,Notification
new_clindx,Notification
new_ep,Notification
new_ep_f014,Notification
new_ep_f04,Notification
new_ep_f1524,Notification
new_ep_f15plus,Notification
new_ep_f2534,Notification
new_ep_f3544,Notification
new_ep_f4554,Notification
new_ep_f514,Notification
new_ep_f5564,Notification
new_ep_f65,Notification
new_ep_fu,Notification
new_ep_m014,Notification
new_ep_m04,Notification
new_ep_m1524,Notification
new_ep_m15plus,Notification
new_ep_m2534,Notification
new_ep_m3544,Notification
new_ep_m4554,Notification
new_ep_m514,Notification
new_ep_m5564,Notification
new_ep_m65,Notification
new_ep_mu,Notification
new_ep_sexunk014,Notification
new_ep_sexunk04,Notification
new_ep_sexunk15plus,Notification
new_ep_sexunk514,Notification
new_ep_sexunkageunk,Notification
new_labconf,Notification
new_oth,Notification
new_sn,Notification
new_sn_f014,Notification
new_sn_f04,Notification
new_sn_f1524,Notification
new_sn_f15plus,Notification
new_sn_f2534,Notification
new_sn_f3544,Notification
new_sn_f4554,Notification
new_sn_f514,Notification
new_sn_f5564,Notification
new_sn_f65,Notification
new_sn_fu,Notification
new_sn_m014,Notification
new_sn_m04,Notification
new_sn_m1524,Notification
new_sn_m15plus,Notification
new_sn_m2534,Notification
new_sn_m3544,Notification
new_sn_m4554,Notification
new_sn_m514,Notification
new_sn_m5564,Notification
new_sn_m65,Notification
new_sn_mu,Notification
new_sn_sexunk014,Notification
new_sn_sexunk04,Notification
new_sn_sexunk15plus,Notification
new_sn_sexunk514,Notification
new_sn_sexunkageunk,Notification
new_sp,Notification
new_sp_f014,Notification
new_sp_f04,Notification
new_sp_f1524,Notification
new_sp_f2534,Notification
new_sp_f3544,Notification
new_sp_f4554,Notification
new_sp_f514,Notification
new_sp_f5564,Notification
new_sp_f65,Notification
new_sp_fu,Notification
new_sp_m014,Notification
new_sp_m04,Notification
new_sp_m1524,Notification
new_sp_m2534,Notification
new_sp_m3544,Notification
new_sp_m4554,Notification
new_sp_m514,Notification
new_sp_m5564,Notification
new_sp_m65,Notification
new_sp_mu,Notification
new_su,Notification
newrel_f014,Notification
newrel_f04,Notification
newrel_f1524,Notification
newrel_f15plus,Notification
newrel_f2534,Notification
newrel_f3544,Notification
newrel_f4554,Notification
newrel_f514,Notification
newrel_f5564,Notification
newrel_f65,Notification
newrel_fu,Notification
newrel_m014,Notification
newrel_m04,Notification
newrel_m1524,Notification
newrel_m15plus,Notification
newrel_m2534,Notification
newrel_m3544,Notification
newrel_m4554,Notification
newrel_m514,Notification
newrel_m5564,Notification
newrel_m65,Notification
newrel_mu,Notification
newrel_sexunk014,Notification
newrel_sexunk04,Notification
newrel_sexunk15plus,Notification
newrel_sexunk514,Notification
newrel_sexunkageunk,Notification
newret_oth,Notification
notif_foreign,Notification
rdst_new,Notification
rdst_ret,Notification
rdst_unk,Notification
rel_in_agesex_flg,Notification
ret_nrel,Notification
ret_oth,Notification
ret_rel,Notification
ret_rel_clindx,Notification
ret_rel_ep,Notification
ret_rel_labconf,Notification
ret_tad,Notification
ret_taf,Notification
unconf_mdr_tx,Notification
unconf_rrmdr_tx,Notification
xdr,Notification
xpert_dr_r_new,Notification
xpert_dr_r_ret,Notification
xpert_dr_r_unk,Notification
xpert_new,Notification
xpert_ret,Notification
xpert_unk,Notification
c_new_snep_tsr,Outcomes
c_new_sp_tsr,Outcomes
c_new_tsr,Outcomes
c_ret_tsr,Outcomes
c_tbhiv_tsr,Outcomes
hiv_new_snep_cmplt,Outcomes
hiv_new_snep_coh,Outcomes
hiv_new_snep_def,Outcomes
hiv_new_snep_died,Outcomes
hiv_new_snep_fail,Outcomes
hiv_new_sp_cmplt,Outcomes
hiv_new_sp_coh,Outcomes
hiv_new_sp_cur,Outcomes
hiv_new_sp_def,Outcomes
hiv_new_sp_died,Outcomes
hiv_new_sp_fail,Outcomes
hiv_ret_cmplt,Outcomes
hiv_ret_coh,Outcomes
hiv_ret_cur,Outcomes
hiv_ret_def,Outcomes
hiv_ret_died,Outcomes
hiv_ret_fail,Outcomes
mdr_coh,Outcomes
mdr_died,Outcomes
mdr_fail,Outcomes
mdr_lost,Outcomes
mdr_succ,Outcomes
new_snep_cmplt,Outcomes
new_snep_coh,Outcomes
new_snep_def,Outcomes
new_snep_died,Outcomes
new_snep_fail,Outcomes
new_sp_cmplt,Outcomes
new_sp_coh,Outcomes
new_sp_cur,Outcomes
new_sp_def,Outcomes
new_sp_died,Outcomes
new_sp_fail,Outcomes
newrel_coh,Outcomes
newrel_died,Outcomes
newrel_fail,Outcomes
newrel_lost,Outcomes
newrel_succ,Outcomes
rel_with_new_flg,Outcomes
rep_meth,Outcomes
ret_cmplt,Outcomes
ret_coh,Outcomes
ret_cur,Outcomes
ret_def,Outcomes
ret_died,Outcomes
ret_fail,Outcomes
ret_nrel_coh,Outcomes
ret_nrel_died,Outcomes
ret_nrel_fail,Outcomes
ret_nrel_lost,Outcomes
ret_nrel_succ,Outcomes
tbhiv_coh,Outcomes
tbhiv_died,Outcomes
tbhiv_fail,Outcomes
tbhiv_lost,Outcomes
tbhiv_succ,Outcomes
xdr_coh,Outcomes
xdr_died,Outcomes
xdr_fail,Outcomes
xdr_lost,Outcomes
xdr_succ,Outcomes
caseb_err_nat,Strategy
eol_care,Strategy
hcw_tb_infected,Strategy
hcw_tot,Strategy
mdr_tx_nonntp,Strategy
priv_new_dx,Strategy
pub_new_dx,Strategy
xpert_in_guide_children,Strategy
xpert_in_guide_eptb,Strategy
xpert_in_guide_MDR,Strategy
xpert_in_guide_tb,Strategy
xpert_in_guide_TBHIV,Strategy
